Wall time,Step,Value
1731810968.9069362,173,0.09000000357627869
1731811001.7225277,245,0.05999999865889549
1731811007.6707227,260,0.05999999865889549
1731811098.5189312,466,0.03999999910593033
1731811118.913074,511,0.03999999910593033
1731811139.5682697,557,0.05000000074505806
1731811183.6923401,659,0.029999999329447746
1731811247.1053245,805,0.029999999329447746
1731811415.1272674,1027,0.05000000074505806
1731811462.1905763,1133,0.09000000357627869
1731811485.5929532,1185,0.10000000149011612
1731811526.9740167,1272,0.07000000029802322
1731811594.9394326,1418,0.09000000357627869
1731811612.2944841,1459,0.07000000029802322
1731811628.553907,1495,0.07000000029802322
1731811635.5152433,1511,0.07000000029802322
1731811652.7200341,1549,0.07999999821186066
1731811660.183491,1566,0.07000000029802322
1731811824.714918,1941,0.03999999910593033
1731811833.2433774,1961,0.03999999910593033
1731812090.450536,2504,0.07000000029802322
1731812121.2018993,2578,0.07999999821186066
1731812170.6542442,2694,0.03999999910593033
1731812177.3515625,2709,0.03999999910593033
1731812181.21975,2718,0.03999999910593033
1731812386.787011,3084,0.09000000357627869
1731812456.8933837,3242,0.07000000029802322
1731812467.8887231,3266,0.07000000029802322
1731812604.275597,3567,0.07999999821186066
1731812618.0686796,3601,0.09000000357627869
1731812641.6336432,3655,0.10000000149011612
1731812647.1309714,3669,0.10000000149011612
1731812758.082703,3916,0.12999999523162842
1731812861.9753995,4024,0.09000000357627869
1731812898.6881185,4110,0.07000000029802322
1731812903.831208,4122,0.07000000029802322
1731812928.6524842,4182,0.10000000149011612
1731812947.7298946,4228,0.07999999821186066
1731812991.589916,4329,0.07000000029802322
1731813096.0982907,4565,0.11999999731779099
1731813211.9049585,4833,0.09000000357627869
1731813392.114058,5091,0.10999999940395355
1731813412.727738,5137,0.10000000149011612
1731813435.9624379,5188,0.10000000149011612
1731813442.3571072,5201,0.10000000149011612
1731813471.3324335,5263,0.10000000149011612
1731813484.885817,5296,0.11999999731779099
1731813514.4995718,5363,0.12999999523162842
1731813555.5614626,5455,0.07000000029802322
1731813648.4955552,5668,0.10999999940395355
1731813721.684689,5833,0.12999999523162842
1731813737.1897447,5867,0.10000000149011612
